architecture,architecture_label,mu_europe,status,stage1_status,stage2_status,solver,stage1_solver,stage2_solver,solve_time_seconds,stage1_solve_time_seconds,stage2_solve_time_seconds,turnover_constraint_applied,turnover_reference_available,n_scenarios,scenario_source,scenario_seed,portfolio_cvar_limit_mode,cvar_portfolio_benchmark_factor,requested_portfolio_cvar_limit,effective_portfolio_cvar_limit,benchmark_portfolio_cvar_demeaned,cvar_te_limit,expected_return,stage1_expected_return,stage2_expected_return,objective_loss_pct,stage2_bm_distance_objective,portfolio_cvar,portfolio_cvar_demeaned,portfolio_cvar_full,te_cvar,te_cvar_demeaned,te_cvar_full,bm_dist_l2,bm_dist_l1,max_weight,herfindahl,effective_n,turnover,error_message,w_US,w_Europe,w_EM,w_Japan,aw_US,aw_Europe,aw_EM,aw_Japan,stage1_w_US,stage1_w_Europe,stage1_w_EM,stage1_w_Japan,stage1_aw_US,stage1_aw_Europe,stage1_aw_EM,stage1_aw_Japan,adj_abs_change_US,adj_change_US,adj_abs_change_Europe,adj_change_Europe,adj_abs_change_EM,adj_change_EM,adj_abs_change_Japan,adj_change_Japan,adj_l1_change,adj_l2_change,adj_max_jump,instability_score,portfolio_risk_factor,te_cvar_limit,turnover_limit,is_feasible
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0645,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,10.682101,6.5531899,4.1289111,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06888210054493189,0.0692282417544563,0.06888210054493189,0.005000000010864417,0.005434153131157938,0.2800237680918256,0.2800237680918256,0.21114166754689373,0.015192554148611793,0.015192554148611793,0.014110453603679914,0.07371670862944125,0.13249076580102714,0.41769519507522906,0.3611590592076576,2.7688631214011012,0.13249076580102714,,0.41769519507522906,0.38375461708397485,0.19855018782528447,1.5511555598362738e-11,0.017695195075229042,-0.016245382916025175,0.048550187825284474,-0.049999999984488445,0.46603991557317587,0.3277674920813532,0.2061925923042904,4.118048514400279e-11,0.06603991557317584,-0.07223250791864683,0.05619259230429041,-0.04999999995881952,0.0010285280666089691,0.0010285280666089691,0.003368375528155665,-0.003368375528155665,0.0023398474464237096,0.0023398474464237096,1.5137075053760704e-11,1.5137075053760704e-11,0.006736751056325418,0.004228322333386599,0.003368375528155665,0.014333448917867683,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.064,optimal,,,CLARABEL,,,0.6772885,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06974999999407683,,,,,0.2837270951324423,0.2837270951324423,0.21397709513836546,0.03358558143616257,0.03358558143616257,0.03143558144208575,0.21213203400192687,0.3999999991717102,0.49999999976172815,0.3749999997386968,2.666666668524823,0.3999999991717102,,0.49999999976172815,0.25000000012980966,0.24999999982412752,2.843357810720852e-10,0.09999999976172813,-0.14999999987019036,0.09999999982412752,-0.04999999971566422,,,,,,,,,1.2102430169136369e-11,1.2102430169136369e-11,1.485399581113711e-10,-1.485399581113711e-10,4.531738873048141e-11,4.531738873048141e-11,9.112068899275578e-11,9.112068899275578e-11,2.9708046600374467e-10,1.8046394004229983e-10,1.485399581113711e-10,6.260843641574156e-10,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.064,optimal,,,CLARABEL,,,6.3084067,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06906452870862474,,,,,0.2809910706684164,0.2809910706684164,0.21192654195979166,0.019999996303969765,0.019999996303969765,0.018535467595345027,0.12432781954528344,0.24591743812826,0.4676034402075392,0.36777976728122636,2.7190185240270175,0.24591743812826,,0.4676034402075392,0.3270412809310649,0.20535527885659274,4.807066373028883e-12,0.06760344020753917,-0.07295871906893514,0.05535527885659275,-0.04999999999519294,,,,,,,,,0.0015635246343633225,0.0015635246343633225,0.000726211150288314,-0.000726211150288314,0.0008373134476976629,-0.0008373134476976629,3.6373418770973905e-11,-3.6373418770973905e-11,0.003127049268722718,0.0019165296049785889,0.0015635246343633225,0.006607103508064629,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.064,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,10.3275824,6.3084067,4.0191757,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06871920606482015,0.06906452870862474,0.06871920606482015,0.005000000003785798,0.0057876920956563445,0.28009892366240663,0.28009892366240663,0.2113797175975865,0.015595354437626932,0.015595354437626932,0.014476148372806787,0.07607688279402847,0.1387527902893198,0.4187868563491182,0.36049292269590055,2.7739795625434946,0.1387527902893198,,0.4187868563491182,0.38062360485250446,0.2005895387955417,2.835675974345342e-12,0.018786856349118197,-0.019376395147495562,0.050589538795541705,-0.04999999999716433,0.4676034402075392,0.3270412809310649,0.20535527885659274,4.807066373028883e-12,0.06760344020753917,-0.07295871906893514,0.05535527885659275,-0.04999999999519294,0.0010916612738891551,0.0010916612738891551,0.003131012231470387,-0.003131012231470387,0.002039350970257231,0.002039350970257231,1.2675879624017396e-11,-1.2675879624017396e-11,0.0062620244882926526,0.003892802886149718,0.003131012231470387,0.013285839605912758,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.0635,optimal,,,CLARABEL,,,0.733444,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06962499986426979,,,,,0.2837270944008518,0.2837270944008518,0.214102094536582,0.03358558010018416,0.03358558010018416,0.03136058023591437,0.21213202662274075,0.39999998184187435,0.4999999955662329,0.3749999946366147,2.6666667048062958,0.39999998184187435,,0.4999999955662329,0.2500000027860532,0.2499999953547101,6.293015472996509e-09,0.0999999955662329,-0.1499999972139468,0.0999999953547101,-0.04999999370698453,,,,,,,,,4.195495229009083e-09,-4.195495229009083e-09,2.6562435584409627e-09,2.6562435584409627e-09,4.469417419494803e-09,-4.469417419494803e-09,6.008679691924424e-09,6.008679691924424e-09,1.7329835898869273e-08,8.985417840491652e-09,6.008679691924424e-09,3.232393343128535e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.0635,optimal,,,CLARABEL,,,6.3145465,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06890117816713323,,,,,0.2809888679540107,0.2809888679540107,0.21208768978687742,0.01999998598548295,0.01999998598548295,0.018498807818349713,0.12496632706750736,0.24692772625100284,0.4687312517100484,0.3682502771716006,2.7155444598185894,0.24692772625100284,,0.4687312517100484,0.32653613684390287,0.2047326114154551,3.059782664931144e-11,0.0687312517100484,-0.07346386315609715,0.0547326114154551,-0.04999999996940217,,,,,,,,,0.001127811502509235,0.001127811502509235,0.0005051440871620128,-0.0005051440871620128,0.0006226674411376476,-0.0006226674411376476,2.5790760276282552e-11,2.5790760276282552e-11,0.0022556230565996555,0.0013837789116183943,0.001127811502509235,0.004767213470727285,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0635,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,10.697921000000001,6.3145465,4.3833745,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06855667227615642,0.06890117816713323,0.06855667227615642,0.00500000000204857,0.006135452942476455,0.280169523911477,0.280169523911477,0.21161285163532062,0.015965682678775968,0.015965682678775968,0.01480901040261956,0.0783291321442824,0.1445624212500825,0.41991232920353877,0.3599510122305827,2.778155821268827,0.1445624212500825,,0.41991232920353877,0.37771878937332654,0.2023688814215025,1.6322517354331182e-12,0.019912329203538748,-0.022281210626673487,0.052368881421502506,-0.04999999999836775,0.4687312517100484,0.32653613684390287,0.2047326114154551,3.059782664931144e-11,0.0687312517100484,-0.07346386315609715,0.0547326114154551,-0.04999999996940217,0.0011254728544205506,0.0011254728544205506,0.0029048154791779246,-0.0029048154791779246,0.0017793426259608003,0.0017793426259608003,1.2034242389122236e-12,-1.2034242389122236e-12,0.0058096309607627,0.0035875761029796,0.0029048154791779246,0.012302022542920225,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.063,optimal,,,CLARABEL,,,0.7097433,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06949999998697562,,,,,0.2837270950923528,0.2837270950923528,0.21422709510537719,0.033585581373135005,0.033585581373135005,0.03128558138615939,0.21213203365593555,0.3999999982961235,0.4999999995284583,0.3749999994417992,2.666666670636095,0.3999999982961235,,0.4999999995284583,0.2500000002070779,0.2499999996196038,6.448607204107872e-10,0.09999999952845828,-0.1499999997929221,0.09999999961960382,-0.04999999935513928,,,,,,,,,3.962225381126672e-09,3.962225381126672e-09,2.5789753110849745e-09,-2.5789753110849745e-09,4.264893715966167e-09,4.264893715966167e-09,5.648154752585722e-09,-5.648154752585722e-09,1.6454249160763534e-08,8.511246333156774e-09,5.648154752585722e-09,3.061365024650603e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.063,optimal,,,CLARABEL,,,6.5094195,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.0687380753611215,,,,,0.2809846040009393,0.2809846040009393,0.21224652863981774,0.01999999836061682,0.01999999836061682,0.01846192299949532,0.12602014286591687,0.24853464983633827,0.47062650752808505,0.3690606676904887,2.7095816150168734,0.24853464983633827,,0.47062650752808505,0.3257326750498086,0.2036408173900847,3.2022905145737055e-11,0.07062650752808503,-0.07426732495019145,0.053640817390084694,-0.0499999999679771,,,,,,,,,0.001895255818036623,0.001895255818036623,0.0008034617940942956,-0.0008034617940942956,0.0010917940253704073,-0.0010917940253704073,1.4250784964256178e-12,1.4250784964256178e-12,0.0037905116389264043,0.0023301415545424298,0.001895255818036623,0.008015909011505458,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.063,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,10.6666068,6.5094195,4.1571873,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06839438498429666,0.0687380753611215,0.06839438498429666,0.005000000000279834,0.006473903851723816,0.280233450475047,0.280233450475047,0.21183906549075032,0.016301850516707177,0.016301850516707177,0.015107465532410517,0.08046057327488922,0.14993866802736275,0.42104940477244146,0.3595139392308553,2.781533317287785,0.14993866802736275,,0.42104940477244146,0.37503066598597473,0.20391992924122024,3.2422910433672136e-13,0.021049404772441438,-0.02496933401402529,0.053919929241220244,-0.049999999999675776,0.47062650752808505,0.3257326750498086,0.2036408173900847,3.2022905145737055e-11,0.07062650752808503,-0.07426732495019145,0.053640817390084694,-0.0499999999679771,0.0011370755689026901,0.0011370755689026901,0.002688123387351804,-0.002688123387351804,0.001551047819717738,0.001551047819717738,1.3080226310963969e-12,-1.3080226310963969e-12,0.005376246777280254,0.0033052530211882813,0.002688123387351804,0.01136962318582034,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.0625,optimal,,,CLARABEL,,,0.7575648,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06937499998887145,,,,,0.28372709510249305,0.28372709510249305,0.21435209511362158,0.03358558138574097,0.03358558138574097,0.03121058139686953,0.2121320338743976,0.399999998748196,0.4999999998461764,0.3749999996514898,2.6666666691449614,0.399999998748196,,0.4999999998461764,0.25000000008270445,0.24999999952792223,5.431981446964883e-10,0.09999999984617636,-0.14999999991729557,0.09999999952792224,-0.04999999945680186,,,,,,,,,3.1771807407210417e-10,3.1771807407210417e-10,1.2437345597859917e-10,-1.2437345597859917e-10,9.168157899530627e-11,-9.168157899530627e-11,1.0166257571429893e-10,-1.0166257571429893e-10,6.354356847603085e-10,3.6763340758435674e-10,3.1771807407210417e-10,1.3207871664167693e-09,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.0625,optimal,,,CLARABEL,,,6.1713955,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06857537503917549,,,,,0.28098158914131793,0.28098158914131793,0.21240621410214244,0.019999983865618735,0.019999983865618735,0.018424608826443242,0.12670554023879288,0.24954452747562753,0.47185565133508206,0.36959598764449364,2.705657078079209,0.24954452747562753,,0.47185565133508206,0.3252277361459802,0.20291661240273,1.162043321606633e-10,0.07185565133508204,-0.0747722638540198,0.05291661240273002,-0.04999999988379567,,,,,,,,,0.0012291438069970129,0.0012291438069970129,0.0005049389038283558,-0.0005049389038283558,0.0007242049873546763,-0.0007242049873546763,8.418142701492626e-11,8.418142701492626e-11,0.002458287782361472,0.001513350804865774,0.0012291438069970129,0.005200782394224258,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0625,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,11.1619608,6.1713955,4.9905653,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06823249816394834,0.06857537503917549,0.06823249816394834,0.005000000000455983,0.006803844107993066,0.28029250954810175,0.28029250954810175,0.21206001138415342,0.01660905597698998,0.01660905597698998,0.015376557813041643,0.08248541754754635,0.15494706096305155,0.4221841934124349,0.35915917557303395,2.7842808092108813,0.15494706096305155,,0.4221841934124349,0.372526469517902,0.20528933706905803,5.393538690513338e-13,0.022184193412434883,-0.027473530482097996,0.05528933706905803,-0.04999999999946065,0.47185565133508206,0.3252277361459802,0.20291661240273,1.162043321606633e-10,0.07185565133508204,-0.0747722638540198,0.05291661240273002,-0.04999999988379567,0.0011347886399934448,0.0011347886399934448,0.002504196468072706,-0.002504196468072706,0.0013694078278377875,0.0013694078278377875,2.1512476471461243e-13,2.1512476471461243e-13,0.005008392936119063,0.0030714854723910695,0.002504196468072706,0.010584074876582838,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.062,optimal,,,CLARABEL,,,0.7726912,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.069249999897662,,,,,0.2837270944654935,0.2837270944654935,0.21447709456783148,0.033585581052392025,0.033585581052392025,0.031135581154730026,0.21213203322253724,0.39999999141884124,0.4999999976612725,0.37499999466959605,2.666666704571762,0.39999999141884124,,0.4999999976612725,0.2499999959684951,0.24999999804815184,8.322088032127008e-09,0.09999999766127249,-0.15000000403150493,0.09999999804815185,-0.04999999167791197,,,,,,,,,2.1849038689403244e-09,-2.1849038689403244e-09,4.1142093620827325e-09,-4.1142093620827325e-09,1.4797703895563785e-09,-1.4797703895563785e-09,7.77888988743052e-09,7.77888988743052e-09,1.5557773508009955e-08,9.187021926507863e-09,7.77888988743052e-09,3.252368532194834e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.062,optimal,,,CLARABEL,,,6.3193509,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06841284082959175,,,,,0.28097850958546855,0.28097850958546855,0.21256566875587682,0.019999986361261463,0.019999986361261463,0.018387145531669737,0.1272385265167855,0.25030477758468206,0.4728280448519658,0.37002747061520674,2.70250205569171,0.25030477758468206,,0.4728280448519658,0.3248476111437096,0.20232434394036578,6.393991664839386e-11,0.07282804485196576,-0.07515238885629044,0.05232434394036578,-0.04999999993606009,,,,,,,,,0.0009723935168837183,0.0009723935168837183,0.00038012500227063706,-0.00038012500227063706,0.0005922684623642371,-0.0005922684623642371,5.226441551226944e-11,-5.226441551226944e-11,0.001944787033783008,0.0012003441592060332,0.0009723935168837183,0.0041175247098727595,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.062,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,11.1574376,6.3193509,4.8380867,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06807077662524631,0.06841284082959175,0.06807077662524631,0.005000000002886502,0.0071215421234266385,0.2803470011913501,0.2803470011913501,0.2122762245661038,0.016889603268699323,0.016889603268699323,0.015618826643453015,0.08438922990184612,0.15958380146390952,0.4233036168474821,0.35887740017802017,2.7864669090445724,0.15958380146390952,,0.4233036168474821,0.37020809926351644,0.20648828388447274,4.5288652027116026e-12,0.023303616847482056,-0.02979190073648358,0.056488283884472745,-0.04999999999547114,0.4728280448519658,0.3248476111437096,0.20232434394036578,6.393991664839386e-11,0.07282804485196576,-0.07515238885629044,0.05232434394036578,-0.04999999993606009,0.0011194234350471732,0.0011194234350471732,0.002318370254385582,-0.002318370254385582,0.0011989468154147143,0.0011989468154147143,3.989511333660269e-12,3.989511333660269e-12,0.004636740508836981,0.0028399688254531538,0.002318370254385582,0.009795079588675717,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.0615,optimal,,,CLARABEL,,,0.7475741,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06912499998219153,,,,,0.28372709505576676,0.28372709505576676,0.2146020950735752,0.03358558137312154,0.03358558137312154,0.03106058139093002,0.21213203374743375,0.3999999980469946,0.4999999994296762,0.37499999913965426,2.6666666727846806,0.3999999980469946,,0.4999999994296762,0.2499999998261344,0.24999999959382166,1.1503688751366117e-09,0.09999999942967619,-0.1500000001738656,0.09999999959382166,-0.049999998849631126,,,,,,,,,1.768403701252197e-09,1.768403701252197e-09,3.857639319093664e-09,3.857639319093664e-09,1.545669814362327e-09,1.545669814362327e-09,7.171719156990397e-09,-7.171719156990397e-09,1.4343431991698584e-08,8.475333834640015e-09,7.171719156990397e-09,2.9990484983328994e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.0615,optimal,,,CLARABEL,,,6.1175515,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06825049220559415,,,,,0.280975002590433,0.280975002590433,0.21272451038483883,0.019999986263705343,0.019999986263705343,0.01834949405811119,0.12777027577490413,0.25104176059790284,0.47380793560508166,0.3704687709797965,2.6992828500908512,0.25104176059790284,,0.47380793560508166,0.3244791196369563,0.2017129446938722,6.409473629639372e-11,0.07380793560508164,-0.07552088036304372,0.05171294469387219,-0.049999999935905266,,,,,,,,,0.0009798907531158862,0.0009798907531158862,0.0003684915067532768,-0.0003684915067532768,0.000611399246493588,-0.000611399246493588,1.54819647999854e-13,1.54819647999854e-13,0.001959781506517571,0.001212345213709464,0.0009798907531158862,0.004152017473342921,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0615,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,11.684565899999999,6.1175515,5.5670144,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.0679092397437569,0.06825049220559415,0.0679092397437569,0.005000000011857474,0.007427034646005373,0.2803964625729098,0.2803964625729098,0.2124872228291529,0.01714710512173032,0.01714710512173032,0.01583786537797342,0.08618024510295486,0.16388751556434475,0.42440019723722805,0.35865525436101064,2.788192805878797,0.16388751556434475,,0.42440019723722805,0.36805624219993827,0.2075435605449443,1.788934360986257e-11,0.024400197237228027,-0.031943757800061756,0.057543560544944306,-0.04999999998211066,0.47380793560508166,0.3244791196369563,0.2017129446938722,6.409473629639372e-11,0.07380793560508164,-0.07552088036304372,0.05171294469387219,-0.049999999935905266,0.0010965803897459714,0.0010965803897459714,0.0021518570635781775,-0.0021518570635781775,0.0010552766604715602,0.0010552766604715602,1.3360478407150968e-11,1.3360478407150968e-11,0.004303714127156188,0.0026356377223326296,0.0021518570635781775,0.009091208913066995,1.1,0.02,0.4,True
