architecture,architecture_label,mu_europe,status,stage1_status,stage2_status,solver,stage1_solver,stage2_solver,solve_time_seconds,stage1_solve_time_seconds,stage2_solve_time_seconds,turnover_constraint_applied,turnover_reference_available,n_scenarios,scenario_source,scenario_seed,portfolio_cvar_limit_mode,cvar_portfolio_benchmark_factor,requested_portfolio_cvar_limit,effective_portfolio_cvar_limit,benchmark_portfolio_cvar_demeaned,cvar_te_limit,expected_return,stage1_expected_return,stage2_expected_return,objective_loss_pct,stage2_bm_distance_objective,portfolio_cvar,portfolio_cvar_demeaned,portfolio_cvar_full,te_cvar,te_cvar_demeaned,te_cvar_full,bm_dist_l2,bm_dist_l1,max_weight,herfindahl,effective_n,turnover,error_message,w_US,w_Europe,w_EM,w_Japan,aw_US,aw_Europe,aw_EM,aw_Japan,stage1_w_US,stage1_w_Europe,stage1_w_EM,stage1_w_Japan,stage1_aw_US,stage1_aw_Europe,stage1_aw_EM,stage1_aw_Japan,adj_abs_change_US,adj_change_US,adj_abs_change_Europe,adj_change_Europe,adj_abs_change_EM,adj_change_EM,adj_abs_change_Japan,adj_change_Japan,adj_l1_change,adj_l2_change,adj_max_jump,instability_score,portfolio_risk_factor,te_cvar_limit,turnover_limit,is_feasible
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.07,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,7.320780999999999,4.6074570999999995,2.7133239,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.0703784108993919,0.07073207125458421,0.0703784108993919,0.0049999999847224995,0.0006364213723492765,0.27668484019492606,0.27668484019492606,0.20630642929553417,0.0052932394613616,0.0052932394613616,0.004914828561969709,0.02522739329279338,0.04204565632673242,0.40420456693656925,0.35404555339256505,2.8244952956412415,0.04204565632673242,,0.40420456693656925,0.4042045658385158,0.16261369538828116,0.02897717183663373,0.004204566936569232,0.00420456583851575,0.012613695388281165,-0.021022828163366272,0.4188760701479162,0.4038060242464022,0.16959199193346844,0.00772591367221426,0.018876070147916202,0.0038060242464021954,0.019591991933468444,-0.042274086327785745,,,,,,,,,,,,,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.0695,optimal,,,CLARABEL,,,3.7800018,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07112499990645214,,,,,0.2837270910642165,0.2837270910642165,0.21260209115776438,0.03358556326054671,0.03358556326054671,0.03226056335409458,0.21213185458796152,0.3999996942752562,0.49999984821159005,0.3749999237006883,2.66666720923966,0.3999996942752562,,0.49999984821159005,0.25000015205204384,0.24999999892606029,8.103502346466912e-10,0.09999984821159003,-0.14999984794795618,0.09999999892606029,-0.04999999918964977,,,,,,,,,0.16958519785658477,0.16958519785658477,0.16958519724997356,-0.16958519724997356,8.415156904639787e-10,8.415156904639787e-10,1.4480861799057323e-09,-1.4480861799057323e-09,0.33917039739616023,0.23982968635756802,0.16958519785658477,0.748585281610313,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.0695,optimal,,,CLARABEL,,,5.8294942,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07053062475748409,,,,,0.2786643474814725,0.2786643474814725,0.2081337227239884,0.009999996430602513,0.009999996430602513,0.009269371673118433,0.050782556458675576,0.08417803377258455,0.420025552881283,0.3670119765706519,2.724706723044757,0.08417803377258455,,0.420025552881283,0.40200505742454873,0.170058406580458,0.00791098311370517,0.020025552881282993,0.0020050574245487063,0.020058406580458016,-0.042089016886294836,,,,,,,,,0.0011494827333667912,0.0011494827333667912,0.001800966821853489,-0.001800966821853489,0.00046641464698957136,0.00046641464698957136,0.00018506944149091018,0.00018506944149091018,0.003601933643700762,0.0021946720412912746,0.001800966821853489,0.007597572506845526,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0695,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,9.250119,5.8294942,3.4206248,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07017797163419844,0.07053062475748409,0.07017797163419844,0.004999999992885834,0.0006415382823905731,0.2766921209116641,0.2766921209116641,0.2065141492774657,0.005314336638198409,0.005314336638198409,0.004936365003999979,0.02532860600962029,0.04200863547431482,0.4044554618495895,0.35387353378144987,2.8258682962642636,0.04200863547431482,,0.4044554618495895,0.4036068020536755,0.16294205383388047,0.028995682262830634,0.004455461849589504,0.003606802053675473,0.012942053833880474,-0.02100431773716937,0.420025552881283,0.40200505742454873,0.170058406580458,0.00791098311370517,0.020025552881282993,0.0020050574245487063,0.020058406580458016,-0.042089016886294836,0.000250894913020272,0.000250894913020272,0.0005977637848402773,-0.0005977637848402773,0.00032835844559930827,0.00032835844559930827,1.8510426196903518e-05,1.8510426196903518e-05,0.001195527569656761,0.0007269330811845118,0.0005977637848402773,0.00252022443568155,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.069,optimal,,,CLARABEL,,,2.3741582,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07099999954255942,,,,,0.28372708778012,0.28372708778012,0.2127270882375606,0.033585551342111955,0.033585551342111955,0.03218555179955254,0.21213175481350413,0.39999951788231464,0.49999977520346944,0.3749998827779052,2.6666675002462683,0.39999951788231464,,0.49999977520346944,0.2500002314109749,0.24999998373768764,9.647867593487669e-09,0.09999977520346942,-0.14999976858902514,0.09999998373768765,-0.04999999035213241,,,,,,,,,7.300812060462292e-08,-7.300812060462292e-08,7.935893103772074e-08,7.935893103772074e-08,1.5188372642915837e-08,-1.5188372642915837e-08,8.837517358840978e-09,8.837517358840978e-09,1.7639294164410046e-07,1.0925572747584802e-07,7.935893103772074e-08,3.650076001576692e-07,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.069,optimal,,,CLARABEL,,,4.8908699,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07033002659393606,,,,,0.2786623107747742,0.2786623107747742,0.20833228418083816,0.009999999530431836,0.009999999530431836,0.009269972936495782,0.0511218102639397,0.08361097280979257,0.4209804274051462,0.36656316689622953,2.728042777639714,0.08361097280979257,,0.4209804274051462,0.40019683285602964,0.17062822614372078,0.008194513595104003,0.020980427405146163,0.0001968328560296162,0.020628226143720785,-0.041805486404896,,,,,,,,,0.0009548745238631695,0.0009548745238631695,0.00180822456851909,-0.00180822456851909,0.000569819563262769,0.000569819563262769,0.00028353048139883284,0.00028353048139883284,0.0036164491370438614,0.0021416221223825157,0.00180822456851909,0.007566295827945467,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.069,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,7.7331442,4.8908699,2.8422743,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06997837646177177,0.07033002659393606,0.06997837646177177,0.004999999988548392,0.0006485560444979272,0.2767006247266455,0.2767006247266455,0.2067222482648738,0.005342392161656141,0.005342392161656141,0.004964015699884385,0.025466763526171266,0.041994217127502086,0.4047136375897957,0.35370459001500276,2.8272180464426087,0.041994217127502086,,0.4047136375897957,0.4029995869257136,0.16328388404824173,0.029002891436248922,0.004713637589795705,0.00299958692571356,0.01328388404824174,-0.02099710856375108,0.4209804274051462,0.40019683285602964,0.17062822614372078,0.008194513595104003,0.020980427405146163,0.0001968328560296162,0.020628226143720785,-0.041805486404896,0.00025817574020620127,0.00025817574020620127,0.0006072151279619131,-0.0006072151279619131,0.00034183021436126615,0.00034183021436126615,7.209173418287751e-06,7.209173418287751e-06,0.0012144302559476683,0.0007431452025603519,0.0006072151279619131,0.0025647905864699333,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.0685,optimal,,,CLARABEL,,,2.6416969999999997,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.0708749999895966,,,,,0.2837270950575479,0.2837270950575479,0.21285209506795133,0.033585581100406034,0.033585581100406034,0.03211058111080945,0.21213203090924646,0.3999999939185995,0.49999999734437844,0.3749999985271111,2.6666666771405434,0.3999999939185995,,0.49999999734437844,0.2500000027505428,0.24999999961492247,2.9015869807095087e-10,0.09999999734437842,-0.14999999724945723,0.09999999961492248,-0.04999999970984131,,,,,,,,,2.2214090900085637e-07,2.2214090900085637e-07,2.2866043208891185e-07,-2.2866043208891185e-07,1.5877234832428755e-08,1.5877234832428755e-08,9.357708895416718e-09,-9.357708895416718e-09,4.760362848176137e-07,3.193302834942375e-07,2.2866043208891185e-07,1.024027000400763e-06,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.0685,optimal,,,CLARABEL,,,4.3316756,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07013032480449058,,,,,0.2786590141565896,0.2786590141565896,0.20852868935209903,0.00999998620100037,0.00999998620100037,0.009269661396509801,0.051590499797961556,0.08642119345129375,0.4222283039677177,0.3662384489888637,2.730461541547232,0.08642119345129375,,0.4222283039677177,0.3983151399863887,0.17098229275792898,0.008474263287964277,0.02222830396771769,-0.0016848600136113445,0.020982292757928983,-0.04152573671203573,,,,,,,,,0.001247876562571526,0.001247876562571526,0.0018816928696409607,-0.0018816928696409607,0.0003540666142081983,0.0003540666142081983,0.00027974969286027364,0.00027974969286027364,0.0037633857392809587,0.002302517541523894,0.0018816928696409607,0.007947596150445813,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0685,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,7.1618623999999995,4.3316756,2.8301868,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.0697796731816794,0.07013032480449058,0.0697796731816794,0.004999999982728329,0.0006576639857954823,0.2767105124452691,0.2767105124452691,0.2069308392635897,0.005377299581215637,0.005377299581215637,0.004997626399536255,0.025644960241643627,0.042005474435248255,0.4049800331695665,0.35353910469297045,2.8285414165667637,0.042005474435248255,,0.4049800331695665,0.4023817533577337,0.163640950690324,0.02899726278237588,0.004980033169566467,0.0023817533577336625,0.013640950690324005,-0.021002737217624124,0.4222283039677177,0.3983151399863887,0.17098229275792898,0.008474263287964277,0.02222830396771769,-0.0016848600136113445,0.020982292757928983,-0.04152573671203573,0.0002663955797707618,0.0002663955797707618,0.0006178335679798974,-0.0006178335679798974,0.00035706664208226546,0.00035706664208226546,5.6286538730430935e-06,-5.6286538730430935e-06,0.0012469244437059677,0.000761717264656971,0.0006178335679798974,0.0026264752763428363,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.068,optimal,,,CLARABEL,,,2.2354787,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07074999984346374,,,,,0.2837270937337316,0.2837270937337316,0.21297709389026787,0.033585576505825485,0.033585576505825485,0.03203557666236176,0.2121319896182011,0.39999992047727695,0.4999999639411779,0.37499997972046956,2.6666668108766687,0.39999992047727695,,0.4999999639411779,0.2500000352610977,0.24999999629748043,4.500283675440838e-09,0.09999996394117788,-0.1499999647389023,0.09999999629748044,-0.04999999549971633,,,,,,,,,3.340320053890622e-08,-3.340320053890622e-08,3.251055491482191e-08,3.251055491482191e-08,3.317442043293539e-09,-3.317442043293539e-09,4.210124977369887e-09,4.210124977369887e-09,7.344132247439155e-08,4.691951151863925e-08,3.340320053890622e-08,1.5376403453193703e-07,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.068,optimal,,,CLARABEL,,,5.2786175,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06993178996479646,,,,,0.27864720822499156,0.27864720822499156,0.20871541826019513,0.009999986213935087,0.009999986213935087,0.00926819624913863,0.05223490050285446,0.09049834830653265,0.4237086748617931,0.3656899570327369,2.7345569129492913,0.09049834830653265,,0.4237086748617931,0.39579614277235053,0.17154049929146972,0.00895468307437963,0.023708674861793066,-0.004203857227649488,0.021540499291469728,-0.04104531692562037,,,,,,,,,0.001480370894075378,0.001480370894075378,0.0025189972140381434,-0.0025189972140381434,0.0005582065335407449,0.0005582065335407449,0.000480419786415354,0.000480419786415354,0.00503799442806962,0.0030131781649322385,0.0025189972140381434,0.010570169807040002,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.068,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,8.5267631,5.2786175,3.2481456,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06958213101630716,0.06993178996479646,0.06958213101630716,0.0049999999809145655,0.000669835383596063,0.2767231076335659,0.2767231076335659,0.20714097661725878,0.005422142464331348,0.005422142464331348,0.0050400114480242085,0.02588117817248788,0.04206947091360713,0.4052586869134939,0.35338257295037856,2.829794326446365,0.04206947091360713,,0.4052586869134939,0.40175289403734976,0.1640231545059598,0.028965264543196326,0.005258686913493904,0.0017528940373497393,0.014023154505959812,-0.021034735456803677,0.4237086748617931,0.39579614277235053,0.17154049929146972,0.00895468307437963,0.023708674861793066,-0.004203857227649488,0.021540499291469728,-0.04104531692562037,0.00027865374392743725,0.00027865374392743725,0.0006288593203839232,-0.0006288593203839232,0.0003822038156358065,0.0003822038156358065,3.1998239179552995e-05,-3.1998239179552995e-05,0.00132171511912672,0.0007875376802640423,0.0006288593203839232,0.0027381121197746854,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.0675,optimal,,,CLARABEL,,,2.3395383,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07062499995453059,,,,,0.2837270948731414,0.2837270948731414,0.21310209491861082,0.03358558088687073,0.03358558088687073,0.03196058093234015,0.2121320302679996,0.3999999913166175,0.4999999971255574,0.374999997471608,2.6666666846463434,0.3999999913166175,,0.4999999971255574,0.25000000215934715,0.24999999853275404,2.1823468354228494e-09,0.0999999971255574,-0.14999999784065288,0.09999999853275404,-0.049999997817653165,,,,,,,,,3.318437952204434e-08,3.318437952204434e-08,3.310175056281395e-08,-3.310175056281395e-08,2.2352736051001187e-09,2.2352736051001187e-09,2.3179368400179886e-09,-2.3179368400179886e-09,7.08393405299764e-08,4.6981892404093296e-08,3.318437952204434e-08,1.5100561245611402e-07,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.0675,optimal,,,CLARABEL,,,5.326541,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06973430433513642,,,,,0.27863434687490735,0.27863434687490735,0.20890004253977096,0.009999992635521034,0.009999992635521034,0.009265688300384642,0.05262554298815695,0.09292684251443788,0.4244833508396969,0.3652411566407536,2.7379170770275127,0.09292684251443788,,0.4244833508396969,0.3941962131352325,0.17198007041752275,0.00934036560754928,0.024483350839696882,-0.005803786864767513,0.021980070417522757,-0.040659634392450725,,,,,,,,,0.0007746759779038159,0.0007746759779038159,0.001599929637118025,-0.001599929637118025,0.00043957112605302884,0.00043957112605302884,0.0003856825331696491,0.0003856825331696491,0.003199859274244519,0.0018713288074845463,0.001599929637118025,0.00667111771884709,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0675,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,8.5416211,5.326541,3.2150800999999998,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06938563281521616,0.06973430433513642,0.06938563281521616,0.004999999974826914,0.0006847201987754928,0.2767378086922777,0.2767378086922777,0.20735217587706156,0.005474928829175111,0.005474928829175111,0.005089296013958964,0.0261671587830145,0.04216992172468184,0.4055486816309599,0.35323091944511503,2.8310092490512564,0.04216992172468184,,0.4055486816309599,0.4011097325167827,0.1644265467145983,0.028915039137659068,0.005548681630959895,0.0011097325167827021,0.01442654671459831,-0.021084960862340935,0.4244833508396969,0.3941962131352325,0.17198007041752275,0.00934036560754928,0.024483350839696882,-0.005803786864767513,0.021980070417522757,-0.040659634392450725,0.00028999471746599115,0.00028999471746599115,0.0006431615205670371,-0.0006431615205670371,0.0004033922086384978,0.0004033922086384978,5.022540553725752e-05,-5.022540553725752e-05,0.0013867738522087836,0.0008142490669616457,0.0006431615205670371,0.0028441844397374665,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.067,optimal,,,CLARABEL,,,1.8942774999999998,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07049999983591981,,,,,0.2837270941518276,0.2837270941518276,0.21322709431590783,0.03358557963693439,0.03358557963693439,0.031885579801014585,0.21213202245635557,0.3999999731539934,0.49999999138437823,0.3749999915348831,2.666666726863055,0.3999999731539934,,0.49999999138437823,0.25000000510838183,0.24999999519262753,8.314630584067089e-09,0.0999999913843782,-0.1499999948916182,0.09999999519262753,-0.04999999168536942,,,,,,,,,5.741179198714974e-09,-5.741179198714974e-09,2.949034683119578e-09,2.949034683119578e-09,3.340126508710739e-09,-3.340126508710739e-09,6.13228374864424e-09,6.13228374864424e-09,1.816262413918953e-08,9.508905995017416e-09,6.13228374864424e-09,3.3803813882851184e-08,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.067,optimal,,,CLARABEL,,,5.0832319,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.0695377704797346,,,,,0.27861520235080506,0.27861520235080506,0.20907743187107047,0.009999997181326981,0.009999997181326981,0.009262226701592387,0.05330366653237036,0.09635830826998626,0.425823775583705,0.36474853219025133,2.741614870922645,0.09635830826998626,,0.425823775583705,0.3919421895794373,0.17235537855128824,0.009878656285569706,0.025823775583704967,-0.00805781042056275,0.022355378551288246,-0.040121343714430296,,,,,,,,,0.001340424744008084,0.001340424744008084,0.002254023555795237,-0.002254023555795237,0.00037530813376548955,0.00037530813376548955,0.0005382906780204266,0.0005382906780204266,0.004508047111589237,0.0027033264201245044,0.002254023555795237,0.00946539708750898,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.067,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,8.3153483,5.0832319,3.2321164,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06919008162749832,0.0695377704797346,0.06919008162749832,0.004999999997664684,0.0007020238805616804,0.2767541397092765,0.2767541397092765,0.20756405808177814,0.005533933015020111,0.005533933015020111,0.0051438513875217895,0.026495733252010226,0.042292587337265104,0.4058489758141173,0.3530807309465804,2.8322134638134524,0.042292587337265104,,0.4058489758141173,0.4004499208504672,0.16484739700404805,0.02885370633136739,0.005848975814117252,0.0004499208504671892,0.014847397004048052,-0.02114629366863261,0.425823775583705,0.3919421895794373,0.17235537855128824,0.009878656285569706,0.025823775583704967,-0.00805781042056275,0.022355378551288246,-0.040121343714430296,0.0003002941831573569,0.0003002941831573569,0.0006598116663155129,-0.0006598116663155129,0.00042085028944974234,0.00042085028944974234,6.133280629167653e-05,-6.133280629167653e-05,0.0014422889452142887,0.0008404788579742754,0.0006598116663155129,0.002942579469504077,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.0665,optimal,,,CLARABEL,,,1.7278916,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07037499930373714,,,,,0.28372709092513976,0.28372709092513976,0.21335209162140262,0.03358557380706408,0.03358557380706408,0.03181057450332696,0.21213198460891836,0.39999988756351745,0.49999996314435535,0.3749999640640921,2.666666922210925,0.39999988756351745,,0.49999996314435535,0.25000002120206327,0.2499999806374034,3.5016178028422665e-08,0.09999996314435533,-0.14999997879793675,0.0999999806374034,-0.049999964983821976,,,,,,,,,2.8240022875714033e-08,-2.8240022875714033e-08,1.6093681443063446e-08,1.6093681443063446e-08,1.4555224137069445e-08,-1.4555224137069445e-08,2.6701547444355576e-08,2.6701547444355576e-08,8.559047590020249e-08,4.451216305702473e-08,2.8240022875714033e-08,1.5834266183294125e-07,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.0665,optimal,,,CLARABEL,,,4.7619723,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06934215527917156,,,,,0.2785955508748908,0.2785955508748908,0.20925339559571926,0.00999999281259284,0.00999999281259284,0.009257837533421284,0.05379863552057048,0.0987461599635523,0.4267183599461894,0.3643280748477958,2.7447788656357788,0.0987461599635523,,0.4267183599461894,0.3902856938492406,0.17265472003559224,0.01034122616898873,0.026718359946189374,-0.00971430615075941,0.02265472003559224,-0.039658773831011275,,,,,,,,,0.0008945843624844074,0.0008945843624844074,0.001656495730196661,-0.001656495730196661,0.0002993414843039943,0.0002993414843039943,0.0004625698834190232,0.0004625698834190232,0.003312991460404086,0.001961590045609176,0.001656495730196661,0.006931077236209923,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0665,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,8.0189383,4.7619723,3.2569660000000002,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06899544450305226,0.06934215527917156,0.06899544450305226,0.004999999996011805,0.0007216676319319038,0.2767715661529759,0.2767715661529759,0.2077761216499236,0.005598667545670815,0.005598667545670815,0.005203223042618565,0.02686387224381295,0.042886399165420266,0.40615922042296354,0.3529302333650865,2.833421184876378,0.042886399165420266,,0.40615922042296354,0.39977187943590115,0.16528397915974663,0.028784920981388767,0.006159220422963518,-0.00022812056409887704,0.015283979159746636,-0.021215079018611235,0.4267183599461894,0.3902856938492406,0.17265472003559224,0.01034122616898873,0.026718359946189374,-0.00971430615075941,0.02265472003559224,-0.039658773831011275,0.00031024460884626626,0.00031024460884626626,0.0006780414145660663,-0.0006780414145660663,0.00043658215569858383,0.00043658215569858383,6.878534997862423e-05,-6.878534997862423e-05,0.0014936535290895406,0.0008667913706486869,0.0006780414145660663,0.0030384863143042935,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.066,optimal,,,CLARABEL,,,2.0379066,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.0702499988842011,,,,,0.28372708849313677,0.28372708849313677,0.2134770896089357,0.03358557059952871,0.03358557059952871,0.0317355717153276,0.21213196764082545,0.3999998397580276,0.4999999496298086,0.37499994542577664,2.6666670547500892,0.3999998397580276,,0.4999999496298086,0.25000002134271626,0.24999997024920514,5.8778269898980586e-08,0.09999994962980857,-0.14999997865728376,0.09999997024920515,-0.049999941221730106,,,,,,,,,1.3514546759463286e-08,-1.3514546759463286e-08,1.4065298925558523e-10,1.4065298925558523e-10,1.0388198246058522e-08,-1.0388198246058522e-08,2.376209187055792e-08,2.376209187055792e-08,4.7805489865335315e-08,2.924404948431996e-08,2.376209187055792e-08,1.0081163122021319e-07,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.066,optimal,,,CLARABEL,,,5.3277669,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06914741199737684,,,,,0.2785667113166647,0.2785667113166647,0.20941929931928788,0.009999999587703574,0.009999999587703574,0.009252587590326732,0.054345071877049914,0.10131574236904786,0.42761790043237335,0.3637703524807541,2.748987082593287,0.10131574236904786,,0.42761790043237335,0.38839491598620124,0.17303997075215072,0.010947212829274975,0.027617900432373332,-0.011605084013798783,0.023039970752150724,-0.03905278717072503,,,,,,,,,0.0008995404861839584,0.0008995404861839584,0.0018907778630393723,-0.0018907778630393723,0.00038525071655848286,0.00038525071655848286,0.0006059866602862451,0.0006059866602862451,0.003781555726068059,0.0022135609231953637,0.0018907778630393723,0.007885894512302795,1.05,0.01,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.066,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,8.9127012,5.3277669,3.5849343,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06880167493759896,0.06914741199737684,0.06880167493759896,0.004999999996977351,0.0007435150022817383,0.27679007693604707,0.27679007693604707,0.20798840199844815,0.005668227711249529,0.005668227711249529,0.005266552773650562,0.027267471505105462,0.04442488058190677,0.4064786307171558,0.3527774547605026,2.8346482648073157,0.04442488058190677,,0.4064786307171558,0.39907448048778904,0.1657338095737976,0.028713079221257588,0.0064786307171557644,-0.0009255195122109816,0.015733809573797608,-0.021286920778742415,0.42761790043237335,0.38839491598620124,0.17303997075215072,0.010947212829274975,0.027617900432373332,-0.011605084013798783,0.023039970752150724,-0.03905278717072503,0.0003194102941922461,0.0003194102941922461,0.0006973989481121046,-0.0006973989481121046,0.00044983041405097235,0.00044983041405097235,7.18417601311798e-05,-7.18417601311798e-05,0.0015384814164865028,0.0008921305222711878,0.0006973989481121046,0.003128010886869795,1.05,0.01,0.4,True
A,Architecture A: Standard Optimization,0.0655,optimal,,,CLARABEL,,,3.0837232,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.07012499996264966,,,,,0.2837270949443489,0.2837270949443489,0.21360209498169924,0.03358558115400107,0.03358558115400107,0.03166058119135141,0.2121320322028254,0.39999999473169595,0.49999999822767643,0.3749999981048983,2.6666666801429453,0.39999999473169595,,0.49999999822767643,0.25000000061627026,0.24999999913817347,2.0178837052238635e-09,0.09999999822767641,-0.14999999938372977,0.09999999913817348,-0.049999997982116295,,,,,,,,,4.859786784106035e-08,4.859786784106035e-08,2.0726446003926924e-08,-2.0726446003926924e-08,2.8888968328644182e-08,2.8888968328644182e-08,5.676038619375672e-08,-5.676038619375672e-08,1.549736683673882e-07,8.275054232214241e-08,5.676038619375672e-08,2.944845968832873e-07,1.05,0.01,0.4,True
B,Architecture B: Stronger Single-Stage,0.0655,optimal,,,CLARABEL,,,5.0034262,,,True,True,10000,excel_workbook,,benchmark_factor,1.05,0.25,0.2885427851074401,0.27480265248327623,0.01,0.06895391098205576,,,,,0.2785229595437932,0.2785229595437932,0.20956904856173741,0.009999998493219387,0.009999998493219387,0.009246087511163632,0.05523477677416862,0.10485390133913294,0.42901561019150697,0.3630740771030636,2.7542588773588927,0.10485390133913294,,0.42901561019150697,0.385757144725862,0.17341134047806267,0.011815904604574722,0.029015610191506946,-0.014242855274138044,0.023411340478062675,-0.03818409539542528,,,,,,,,,0.001397709759133614,0.001397709759133614,0.002637771260339261,-0.002637771260339261,0.00037136972591195194,0.00037136972591195194,0.0008686917752997476,0.0008686917752997476,0.005275542520684575,0.003131129295708892,0.002637771260339261,0.011044443076732729,1.05,0.01,0.4,True
